,entity_type,n_possible_dependents,possible_dependents,raw_sentence,sentence_position,sentence_root,text_value
454,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, PERSON:smoking.\n\nQ","By 27, 99 percent of the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=53\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5547 people who are going to smoke are already smoking.\n\nQ    ",10265,are,1480753
455,INTERNATIONAL_PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, PERSON:smoking.\n\nQ","By 27, 99 percent of the\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=53\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5547 people who are going to smoke are already smoking.\n\nQ    ",10265,are,001-060-358-6486
456,PERSON,4,"PERSON:Mr., PERSON:Shulman\, ORG:case?\n\nA, PERSON:14.\n\nQ",Mr. Shulman\'s case?\n\nA    He was smoking when he was 14.\n\nQ    ,10304,smoking,Mr. Shulman\
457,ORG,4,"PERSON:Mr., PERSON:Shulman\, ORG:case?\n\nA, PERSON:14.\n\nQ",Mr. Shulman\'s case?\n\nA    He was smoking when he was 14.\n\nQ    ,10304,smoking,case?\n\nA    
458,PERSON,4,"PERSON:Mr., PERSON:Shulman\, ORG:case?\n\nA, PERSON:14.\n\nQ",Mr. Shulman\'s case?\n\nA    He was smoking when he was 14.\n\nQ    ,10304,smoking,14.\n\nQ    
459,PERSON,1,PERSON:smoker?\n\nA,So was he an adolescent smoker?\n\nA    ,10317,was,smoker?\n\nA    
460,PERSON,1,PERSON:\xef\xbf\xbd,"Does that \xef\xbf\xbd is that consistent or inconsistent with what you know about the nature of nicotine addiction as a pediatric developmental disease?\n\nA    The earlier you start smoking, the more likely you are to have a dependence on smoking, the most likely you are to be a daily smoker, be a persistent smoker, and have a problem with it, that\'s clearly established.\n\nQ    ",10330,'s,\xef\xbf\xbd
461,PERSON,4,"PERSON:Mr., PERSON:Shulman, ORG:\xef\xbf\xbd\n\nMR, ORG:.","Since we\'re still in the pediatric realm with Mr. Shulman, what is it about the vulnerability of the pediatric brain to the exposure to nicotine that seems to latch on in childhood years to create \xef\xbf\xbd\n\nMR.",10400,is,Mr. Shulman
462,ORG,4,"PERSON:Mr., PERSON:Shulman, ORG:\xef\xbf\xbd\n\nMR, ORG:.","Since we\'re still in the pediatric realm with Mr. Shulman, what is it about the vulnerability of the pediatric brain to the exposure to nicotine that seems to latch on in childhood years to create \xef\xbf\xbd\n\nMR.",10400,is,\xef\xbf\xbd\n\nMR.
463,PERSON,1,PERSON:MR,BY MR.,10453,BY,MR
464,ORG,1,ORG:SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    ,10456,SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    
465,ORG,2,"ORG:Trade, ORG:Thompson","Can you tell the jurors what you know about the importance of youth initiation in nicotine dependence, both in its severity and its longterm\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=54\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5548 effects, please?\n\nA    ",10458,tell,Trade Thompson
466,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Can you tell the jurors what you know about the importance of youth initiation in nicotine dependence, both in its severity and its longterm\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=54\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5548 effects, please?\n\nA    ",10458,tell,358-6486
467,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Can you tell the jurors what you know about the importance of youth initiation in nicotine dependence, both in its severity and its longterm\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=54\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5548 effects, please?\n\nA    ",10458,tell,1480753
468,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Can you tell the jurors what you know about the importance of youth initiation in nicotine dependence, both in its severity and its longterm\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=54\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5548 effects, please?\n\nA    ",10458,tell,358 6486
469,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Can you tell the jurors what you know about the importance of youth initiation in nicotine dependence, both in its severity and its longterm\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=54\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5548 effects, please?\n\nA    ",10458,tell,1480753
470,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Can you tell the jurors what you know about the importance of youth initiation in nicotine dependence, both in its severity and its longterm\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=54\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5548 effects, please?\n\nA    ",10458,tell,001-060-358-6486
471,PERSON,1,PERSON:that?\n\nA,What do you mean by that?\n\nA    ,10563,mean,that?\n\nA    
472,ORG,1,ORG:regard?\n\nA,Did you also work with a neuroscientist in that regard?\n\nA    ,10617,work,regard?\n\nA    
473,ORG,2,"ORG:Trade, ORG:Thompson",interested and fascinated with all of the developments that go on there and looking at the\n\nElectronically signed by Trade Thompson (,10663,interested,Trade Thompson
474,PERSON,1,PERSON:view.\n\nQ,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=55\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5549 interface between what\'s being learned from the\n\nneuroscience point of view and what we see from the\n\nclinical point of view.\n\nQ    ,10684,learned,view.\n\nQ    
475,PHONE_NUMBER,1,PERSON:view.\n\nQ,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=55\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5549 interface between what\'s being learned from the\n\nneuroscience point of view and what we see from the\n\nclinical point of view.\n\nQ    ,10684,learned,358-6486
476,PHONE_NUMBER,1,PERSON:view.\n\nQ,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=55\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5549 interface between what\'s being learned from the\n\nneuroscience point of view and what we see from the\n\nclinical point of view.\n\nQ    ,10684,learned,1480753
477,PHONE_NUMBER,1,PERSON:view.\n\nQ,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=55\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5549 interface between what\'s being learned from the\n\nneuroscience point of view and what we see from the\n\nclinical point of view.\n\nQ    ,10684,learned,358 6486
478,PHONE_NUMBER,1,PERSON:view.\n\nQ,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=55\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5549 interface between what\'s being learned from the\n\nneuroscience point of view and what we see from the\n\nclinical point of view.\n\nQ    ,10684,learned,1480753
479,INTERNATIONAL_PHONE_NUMBER,1,PERSON:view.\n\nQ,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=55\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5549 interface between what\'s being learned from the\n\nneuroscience point of view and what we see from the\n\nclinical point of view.\n\nQ    ,10684,learned,001-060-358-6486
480,ORG,1,ORG:Tobacco?\n\nA,"By the way, are you a member of the organization called The Society for Research on Nicotine and Tobacco?\n\nA    ",10718,are,Tobacco?\n\nA    
481,PERSON,1,PERSON:sure.\n\nQ,really sure.\n\nQ    ,10756,sure.\n\nQ,sure.\n\nQ    
482,PERSON,1,PERSON:\xef\xbf\xbd\n\nQ,"there\'s a huge number of studies coming out all the time, so it\'s a challenge and it\'s always interesting and fascinating to \xef\xbf\xbd\n\nQ    ",10820,number,\xef\xbf\xbd\n\nQ    
483,ORG,2,"ORG:Trade, ORG:Thompson",My understanding is that it\'s even harder\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=56\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5550 to quit now than it was 25 years,10883,is,Trade Thompson
484,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",My understanding is that it\'s even harder\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=56\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5550 to quit now than it was 25 years,10883,is,358-6486
485,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",My understanding is that it\'s even harder\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=56\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5550 to quit now than it was 25 years,10883,is,1480753
486,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",My understanding is that it\'s even harder\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=56\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5550 to quit now than it was 25 years,10883,is,358 6486
487,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",My understanding is that it\'s even harder\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=56\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5550 to quit now than it was 25 years,10883,is,1480753
488,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",My understanding is that it\'s even harder\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=56\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5550 to quit now than it was 25 years,10883,is,001-060-358-6486
489,PERSON,1,PERSON:that?\n\nA,Why do you say that?\n\nA    ,10919,say,that?\n\nA    
490,PERSON,1,PERSON:MR,BY MR.,10957,BY,MR
491,ORG,1,ORG:SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    ,10960,SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    
492,ORG,1,ORG:I\'m,"A    I\'m still treating smokers every day, not",10969,I\'m,   I\'m
493,PERSON,2,"PERSON:Mr., PERSON:Shulman.\n\nTHE",Vague and ambiguous and relevance to Mr. Shulman.\n\nTHE COURT:  Sustained.,11061,Vague,Mr. Shulman.\n\nTHE
494,PERSON,1,PERSON:MR,BY MR.,11074,BY,MR
495,PERSON,3,"PERSON:SCHLESINGER:\n\nElectronically, ORG:Trade, ORG:Thompson",SCHLESINGER:\n\nElectronically signed by Trade Thompson (,11077,signed,SCHLESINGER:\n\nElectronically
496,ORG,3,"PERSON:SCHLESINGER:\n\nElectronically, ORG:Trade, ORG:Thompson",SCHLESINGER:\n\nElectronically signed by Trade Thompson (,11077,signed,Trade Thompson
497,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=57\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5551 Q    Okay.  ,11083,Okay,358-6486
498,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=57\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5551 Q    Okay.  ,11083,Okay,1480753
499,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=57\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5551 Q    Okay.  ,11083,Okay,358 6486
500,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=57\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5551 Q    Okay.  ,11083,Okay,1480753
501,INTERNATIONAL_PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=57\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5551 Q    Okay.  ,11083,Okay,001-060-358-6486
502,PERSON,1,PERSON:SCHLESINGER,SCHLESINGER:  ,11167,SCHLESINGER,SCHLESINGER
503,PERSON,1,PERSON:Judge?\n\nTHE,"May I approach briefly, Judge?\n\nTHE COURT:  ",11170,approach,Judge?\n\nTHE
504,PERSON,4,"PERSON:Dr., PERSON:Henningfield, ORG:Trade, ORG:Thompson",Dr. Henningfield did the same\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=58\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5552,11273,did,Dr. Henningfield
505,ORG,4,"PERSON:Dr., PERSON:Henningfield, ORG:Trade, ORG:Thompson",Dr. Henningfield did the same\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=58\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5552,11273,did,Trade Thompson
506,PHONE_NUMBER,4,"PERSON:Dr., PERSON:Henningfield, ORG:Trade, ORG:Thompson",Dr. Henningfield did the same\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=58\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5552,11273,did,358-6486
507,PHONE_NUMBER,4,"PERSON:Dr., PERSON:Henningfield, ORG:Trade, ORG:Thompson",Dr. Henningfield did the same\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=58\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5552,11273,did,1480753
508,PHONE_NUMBER,4,"PERSON:Dr., PERSON:Henningfield, ORG:Trade, ORG:Thompson",Dr. Henningfield did the same\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=58\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5552,11273,did,358 6486
509,PHONE_NUMBER,4,"PERSON:Dr., PERSON:Henningfield, ORG:Trade, ORG:Thompson",Dr. Henningfield did the same\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=58\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5552,11273,did,1480753
510,INTERNATIONAL_PHONE_NUMBER,4,"PERSON:Dr., PERSON:Henningfield, ORG:Trade, ORG:Thompson",Dr. Henningfield did the same\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=58\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5552,11273,did,001-060-358-6486
511,PERSON,1,PERSON:SCHLESINGER,SCHLESINGER:  ,11298,SCHLESINGER,SCHLESINGER
512,PERSON,1,PERSON:cigarette\n\ndesign.\n\nMR,But you\'re asking him cigarette\n\ndesign.\n\nMR.,11312,you\'re,cigarette\n\ndesign.\n\nMR
513,PERSON,1,PERSON:MR,BY MR.,11384,BY,MR
514,PERSON,1,PERSON:SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    ,11387,SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    
515,PERSON,2,"PERSON:Mr., PERSON:Shulman\",So we were talking about the arc of the trajectory of Mr. Shulman\'s smoking life.  ,11396,talking,Mr. Shulman\
516,ORG,1,ORG:right?\n\nA,"And applying some of the modern knowledge you have to that, right?\n\nA    ",11442,applying,right?\n\nA    
517,ORG,2,"ORG:Trade, ORG:Thompson",So you took us a little bit into the teen\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=59\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5553 years.  ,11458,took,Trade Thompson
518,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",So you took us a little bit into the teen\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=59\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5553 years.  ,11458,took,358-6486
519,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",So you took us a little bit into the teen\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=59\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5553 years.  ,11458,took,1480753
520,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",So you took us a little bit into the teen\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=59\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5553 years.  ,11458,took,358 6486
521,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",So you took us a little bit into the teen\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=59\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5553 years.  ,11458,took,1480753
522,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",So you took us a little bit into the teen\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=59\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5553 years.  ,11458,took,001-060-358-6486
523,PERSON,1,PERSON:\xef\xbf\xbd,"So he increased the amount.\n\nAlso, he was, you know \xef\xbf\xbd",11588,was,\xef\xbf\xbd
524,ORG,2,"ORG:Trade, ORG:Thompson","He lit one from another and that\'s what his son said, too, that he was constantly craving it.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=60\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5554 MR.",11717,lit,Trade Thompson
525,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","He lit one from another and that\'s what his son said, too, that he was constantly craving it.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=60\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5554 MR.",11717,lit,358-6486
526,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","He lit one from another and that\'s what his son said, too, that he was constantly craving it.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=60\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5554 MR.",11717,lit,1480753
