center,cluster,cluster_member,cumulative_cluster_score,entity_type,number_of_clusters,number_of_members,raw_sentence,sentence_position,text_value
"[2.070e+02 3.000e+00 5.277e+03 2.000e+00 1.600e+02 6.100e+01 7.300e+01
 4.600e+01]",98,207,2,['PERSON'],725,5,['Are you \\xef\\xbf\\xbd are you familiar with the 1994 congressional testimony by the CEOs of the tobacco companies talking about what they swore\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=26\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5520 before Congress was the absence of addictiveness\\n\\nof smoking?  '],[5277],['Congress']
"[2.070e+02 3.000e+00 5.277e+03 2.000e+00 1.600e+02 6.100e+01 7.300e+01
 4.600e+01]",98,208,3,['PHONE_NUMBER'],725,5,['Are you \\xef\\xbf\\xbd are you familiar with the 1994 congressional testimony by the CEOs of the tobacco companies talking about what they swore\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=26\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5520 before Congress was the absence of addictiveness\\n\\nof smoking?  '],[5277],['894-2796']
"[2.070e+02 3.000e+00 5.277e+03 2.000e+00 1.600e+02 6.100e+01 7.300e+01
 4.600e+01]",98,209,3,['PHONE_NUMBER'],725,5,['Are you \\xef\\xbf\\xbd are you familiar with the 1994 congressional testimony by the CEOs of the tobacco companies talking about what they swore\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=26\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5520 before Congress was the absence of addictiveness\\n\\nof smoking?  '],[5277],['894 2796']
"[2.070e+02 3.000e+00 5.277e+03 2.000e+00 1.600e+02 6.100e+01 7.300e+01
 4.600e+01]",98,210,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,['Are you \\xef\\xbf\\xbd are you familiar with the 1994 congressional testimony by the CEOs of the tobacco companies talking about what they swore\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=26\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5520 before Congress was the absence of addictiveness\\n\\nof smoking?  '],[5277],['101-102-894-2796']
[2.11e+02 1.00e+00 5.38e+03 2.00e+00 2.03e+02 3.00e+02 4.90e+01 1.45e+02],99,211,1,['PERSON'],725,2,['SCHLESINGER:  '],[5380],['SCHLESINGER']
[2.11e+02 1.00e+00 5.38e+03 2.00e+00 2.03e+02 3.00e+02 4.90e+01 1.45e+02],99,212,2,['PERSON'],725,2,['Q.   '],[5388],['Q.   ']
[2.13e+02 1.00e+00 5.39e+03 2.00e+00 1.68e+02 3.00e+00 1.10e+01 1.03e+02],100,213,1,['PERSON'],725,1,['(BY MR. SCHLESINGER)  '],[5390],['MR']
"[2.140e+02 1.000e+00 5.397e+03 2.000e+00 2.190e+02 1.000e+02 1.050e+02
 1.770e+02]",101,214,0,['PERSON'],725,1,"['Did those \\xef\\xbf\\xbd did that congressional testimony, in the midst of the work you were doing, did that impact your work with smokers?\\n\\nA.  ']",[5397],['\\xef\\xbf\\xbd']
"[2.160e+02 2.000e+00 5.502e+03 3.000e+00 1.580e+02 3.830e+02 1.560e+02
 2.200e+01]",102,215,1,['PERSON'],725,4,"['This is argumentative, beyond the scope of this\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1']",[5502],['Janette Moreno']
"[2.160e+02 2.000e+00 5.502e+03 3.000e+00 1.580e+02 3.830e+02 1.560e+02
 2.200e+01]",102,216,2,['PHONE_NUMBER'],725,4,"['This is argumentative, beyond the scope of this\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1']",[5502],['894-2796']
"[2.160e+02 2.000e+00 5.502e+03 3.000e+00 1.580e+02 3.830e+02 1.560e+02
 2.200e+01]",102,217,2,['PHONE_NUMBER'],725,4,"['This is argumentative, beyond the scope of this\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1']",[5502],['894 2796']
"[2.160e+02 2.000e+00 5.502e+03 3.000e+00 1.580e+02 3.830e+02 1.560e+02
 2.200e+01]",102,218,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,"['This is argumentative, beyond the scope of this\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1']",[5502],['101-102-894-2796']
"[2.190e+02 2.000e+00 5.535e+03 1.000e+00 6.600e+01 2.500e+01 3.000e+00
 1.760e+02]",103,219,0,['ORG'],725,1,"[""18 19 20 21 22 23 24 25\\n\\n\\n\\t\\n\\t\\n\\tPage 5521 ;\\n\\nwitness\\'\\n\\t\\ts \\xef\\xbf\\xbd\\n\\t\\n\\n\\n\\t\\n\\tMR.""]",[5535],"[""\\n\\nwitness\\'\\n\\t\\ts \\xef\\xbf\\xbd\\n\\t\\n\\n\\n\\t\\n\\tMR""]"
"[2.200e+02 2.000e+00 5.585e+03 2.000e+00 2.180e+02 4.570e+02 3.900e+01
 1.750e+02]",104,220,0,['PERSON'],725,1,['\\n\\nnot\\n\\tan M\\n\\t.'],[5585],['\\n\\nnot\\n\\tan M\\n\\t']
"[2.210e+02 1.000e+00 5.588e+03 1.000e+00 8.000e+00 9.500e+01 1.800e+01
 4.200e+01]",105,221,1,['ORG'],725,1,"['D., medical doctor?\\n\\t\\n\\n\\n\\tA.\\n\\tNo.\\n\\t\\n\\n\\n\\tQ.\\n\\tBut you teach at Columbia']",[5588],['Columbia']
"[2.220e+02 1.000e+00 5.596e+03 2.000e+00 2.800e+02 2.690e+02 2.200e+02
 2.830e+02]",106,222,0,['PERSON'],725,1,['Medical\\n\\t\\nSchool?\\n\\t\\t\\n\\t\\n\\n\\n\\tA.\\n\\tYes.\\n\\t\\n\\n\\n\\tQ.\\n\\tWhat sort of students\\n\\t\\xef\\xbf\\xbd'],[5596],['students\\n\\t\\xef\\xbf\\xbd']
"[2.240e+02 2.000e+00 5.651e+03 3.000e+00 1.580e+02 1.620e+02 1.400e+02
 2.200e+01]",107,223,1,['PERSON'],725,4,['Hospital.\\n\\t\\t\\n\\n\\n\\t\\n\\tWe got some funding\\n\\tfrom the State of\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1'],[5651],['Janette Moreno']
"[2.240e+02 2.000e+00 5.651e+03 3.000e+00 1.580e+02 1.620e+02 1.400e+02
 2.200e+01]",107,224,2,['PHONE_NUMBER'],725,4,['Hospital.\\n\\t\\t\\n\\n\\n\\t\\n\\tWe got some funding\\n\\tfrom the State of\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1'],[5651],['894-2796']
"[2.240e+02 2.000e+00 5.651e+03 3.000e+00 1.580e+02 1.620e+02 1.400e+02
 2.200e+01]",107,225,2,['PHONE_NUMBER'],725,4,['Hospital.\\n\\t\\t\\n\\n\\n\\t\\n\\tWe got some funding\\n\\tfrom the State of\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1'],[5651],['894 2796']
"[2.240e+02 2.000e+00 5.651e+03 3.000e+00 1.580e+02 1.620e+02 1.400e+02
 2.200e+01]",107,226,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,['Hospital.\\n\\t\\t\\n\\n\\n\\t\\n\\tWe got some funding\\n\\tfrom the State of\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1'],[5651],['101-102-894-2796']
"[2.270e+02 2.000e+00 5.674e+03 1.000e+00 5.800e+01 3.000e+01 6.200e+01
 1.620e+02]",108,227,1,['ORG'],725,1,"['5522\\n\\nNew York to teach the staff at New York\\n\\nPresbyterian how to help their patients.\\n\\nQ.  In the clinical setting, out in the community, in the United States in the communities and the places you work, what are the frontline treatments for folks that have been seeking help with regard to their cigarette']",[5674],['United States']
"[2.280e+02 1.000e+00 5.729e+03 2.000e+00 2.190e+02 4.620e+02 7.300e+01
 1.770e+02]",109,228,0,['PERSON'],725,1,"[""addictions?\\n\\nWho are the \\xef\\xbf\\xbd who are the people that take care of those people at the frontlines, in your experience?\\n\\nA.  Well, in my experience, there really aren\\'t clinics in most of the major medical centers because it\\'s difficult to figure out the funding for the clinics.\\n\\nSo what most smokers are being offered are telephone quitline sessions which help \\xef\\xbf\\xbd help somewhere under ten percent of them, or something like that,""]",[5729],['\\xef\\xbf\\xbd']
[2.30e+02 2.00e+00 5.84e+03 3.00e+00 1.58e+02 4.86e+02 2.12e+02 2.20e+01],110,229,1,['PERSON'],725,4,"[""don\\'t specialize in this.\\n\\nMost psychiatrists certainly don\\'t\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef""]",[5840],['Janette Moreno']
[2.30e+02 2.00e+00 5.84e+03 3.00e+00 1.58e+02 4.86e+02 2.12e+02 2.20e+01],110,230,2,['PHONE_NUMBER'],725,4,"[""don\\'t specialize in this.\\n\\nMost psychiatrists certainly don\\'t\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef""]",[5840],['894-2796']
[2.30e+02 2.00e+00 5.84e+03 3.00e+00 1.58e+02 4.86e+02 2.12e+02 2.20e+01],110,231,2,['PHONE_NUMBER'],725,4,"[""don\\'t specialize in this.\\n\\nMost psychiatrists certainly don\\'t\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef""]",[5840],['894 2796']
[2.30e+02 2.00e+00 5.84e+03 3.00e+00 1.58e+02 4.86e+02 2.12e+02 2.20e+01],110,232,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,"[""don\\'t specialize in this.\\n\\nMost psychiatrists certainly don\\'t\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef""]",[5840],['101-102-894-2796']
"[2.340e+02 2.000e+00 5.929e+03 2.000e+00 2.010e+02 2.950e+02 1.100e+01
 1.030e+02]",111,233,1,['PERSON'],725,3,['Q.  (BY MR'],[5929],['Q.']
"[2.340e+02 2.000e+00 5.929e+03 2.000e+00 2.010e+02 2.950e+02 1.100e+01
 1.030e+02]",111,234,2,['PERSON'],725,3,['Q.  (BY MR'],[5929],['MR']
"[2.340e+02 2.000e+00 5.929e+03 2.000e+00 2.010e+02 2.950e+02 1.100e+01
 1.030e+02]",111,235,3,['PERSON'],725,3,['Q.  (BY MR'],[5948],['MR']
"[2.360e+02 2.000e+00 5.957e+03 1.000e+00 7.800e+01 4.270e+02 1.560e+02
 2.080e+02]",112,236,0,['ORG'],725,1,"[""What is your understanding of the current state of the science with regard to what\\'s available to help smokers who are addicted to overcome their addiction?\\n\\nA.  A very small percentage of smokers get any kind of counseling for smoking cessation.\\n\\nOne \\xef\\xbf\\xbd""]",[5957],['cessation.\\n\\nOne \\xef\\xbf\\xbd']
"[2.380e+02 2.000e+00 6.029e+03 3.000e+00 1.580e+02 4.920e+02 1.380e+02
 2.200e+01]",113,237,1,['PERSON'],725,4,"[""few people go for counseling, get counseling, and there\\'s very little specialized knowledge available.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=30\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5524 It\\'s one of the things that\\'s been very\\n\\nfrustrating to me.  ""]",[6029],['Janette Moreno']
"[2.380e+02 2.000e+00 6.029e+03 3.000e+00 1.580e+02 4.920e+02 1.380e+02
 2.200e+01]",113,238,2,['PHONE_NUMBER'],725,4,"[""few people go for counseling, get counseling, and there\\'s very little specialized knowledge available.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=30\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5524 It\\'s one of the things that\\'s been very\\n\\nfrustrating to me.  ""]",[6029],['894-2796']
"[2.380e+02 2.000e+00 6.029e+03 3.000e+00 1.580e+02 4.920e+02 1.380e+02
 2.200e+01]",113,239,2,['PHONE_NUMBER'],725,4,"[""few people go for counseling, get counseling, and there\\'s very little specialized knowledge available.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=30\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5524 It\\'s one of the things that\\'s been very\\n\\nfrustrating to me.  ""]",[6029],['894 2796']
"[2.380e+02 2.000e+00 6.029e+03 3.000e+00 1.580e+02 4.920e+02 1.380e+02
 2.200e+01]",113,240,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,"[""few people go for counseling, get counseling, and there\\'s very little specialized knowledge available.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=30\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5524 It\\'s one of the things that\\'s been very\\n\\nfrustrating to me.  ""]",[6029],['101-102-894-2796']
"[2.410e+02 2.000e+00 6.077e+03 2.000e+00 2.440e+02 1.730e+02 8.400e+01
 2.200e+02]",114,241,0,['PERSON'],725,1,"[""I believe that accredited\\n\\nhealthcare institutions should offer smoking\\n\\ncessation clinics.\\n\\nBut it\\'s very hard to finance them\\n\\nunless they\\'re based on some kind of research, and\\n\\nthat\\'s the way""]",[6077],['clinics.\\n\\nBut it\\']
"[2.420e+02 2.000e+00 6.129e+03 2.000e+00 1.970e+02 5.000e+01 2.280e+02
 1.290e+02]",115,242,0,['PERSON'],725,1,"['And so what about what private care, PCPs \\xef\\xbf\\xbd nowadays, in this managed care world we live in, we talk about the internist or the private']",[6129],['PCPs \\xef\\xbf\\xbd']
"[2.430e+02 1.000e+00 6.167e+03 2.000e+00 2.190e+02 2.180e+02 3.500e+01
 1.770e+02]",116,243,0,['PERSON'],725,1,['Is \\xef\\xbf\\xbd'],[6167],['\\xef\\xbf\\xbd']
"[2.450e+02 2.000e+00 6.259e+03 3.000e+00 1.580e+02 5.260e+02 8.400e+01
 2.200e+01]",117,244,1,['PERSON'],725,4,"[""the young medical doctors that I\\'m treating \\xef\\xbf\\xbd not treating,\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=31\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5525 teaching, believe that it\\'s something""]",[6259],['Janette Moreno']
"[2.450e+02 2.000e+00 6.259e+03 3.000e+00 1.580e+02 5.260e+02 8.400e+01
 2.200e+01]",117,245,2,['PHONE_NUMBER'],725,4,"[""the young medical doctors that I\\'m treating \\xef\\xbf\\xbd not treating,\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=31\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5525 teaching, believe that it\\'s something""]",[6259],['894-2796']
"[2.450e+02 2.000e+00 6.259e+03 3.000e+00 1.580e+02 5.260e+02 8.400e+01
 2.200e+01]",117,246,2,['PHONE_NUMBER'],725,4,"[""the young medical doctors that I\\'m treating \\xef\\xbf\\xbd not treating,\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=31\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5525 teaching, believe that it\\'s something""]",[6259],['894 2796']
"[2.450e+02 2.000e+00 6.259e+03 3.000e+00 1.580e+02 5.260e+02 8.400e+01
 2.200e+01]",117,247,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,"[""the young medical doctors that I\\'m treating \\xef\\xbf\\xbd not treating,\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=31\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5525 teaching, believe that it\\'s something""]",[6259],['101-102-894-2796']
[2.49e+02 2.00e+00 6.46e+03 3.00e+00 1.58e+02 3.21e+02 5.40e+01 2.20e+01],118,248,1,['PERSON'],725,4,"[""So it\\'s important to deal with it in the psychiatric population.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1""]",[6460],['Janette Moreno']
[2.49e+02 2.00e+00 6.46e+03 3.00e+00 1.58e+02 3.21e+02 5.40e+01 2.20e+01],118,249,2,['PHONE_NUMBER'],725,4,"[""So it\\'s important to deal with it in the psychiatric population.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1""]",[6460],['894-2796']
[2.49e+02 2.00e+00 6.46e+03 3.00e+00 1.58e+02 3.21e+02 5.40e+01 2.20e+01],118,250,2,['PHONE_NUMBER'],725,4,"[""So it\\'s important to deal with it in the psychiatric population.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1""]",[6460],['894 2796']
[2.49e+02 2.00e+00 6.46e+03 3.00e+00 1.58e+02 3.21e+02 5.40e+01 2.20e+01],118,251,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,"[""So it\\'s important to deal with it in the psychiatric population.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1""]",[6460],['101-102-894-2796']
[2.52e+02 2.00e+00 6.50e+03 1.00e+00 0.00e+00 2.70e+01 4.00e+00 1.10e+01],119,252,0,['ORG'],725,1,['25\\n\\nPage 5526'],[6500],['25\\n\\nPage 5526']
"[2.530e+02 2.000e+00 6.502e+03 2.000e+00 2.260e+02 3.550e+02 0.000e+00
 1.820e+02]",120,253,0,['PERSON'],725,1,"[""That\\'s \\xef\\xbf\\xbd that\\'s \\xef\\xbf\\xbd""]",[6502],['\\xef\\xbf\\xbd that\\']
[2.54e+02 2.00e+00 6.60e+03 2.00e+00 2.23e+02 4.07e+02 2.35e+02 1.80e+02],121,254,0,['PERSON'],725,1,"[""Well, I think it\\'s \\xef\\xbf\\xbd it\\'s pretty rare""]",[6600],['\\xef\\xbf\\xbd it\\']
[2.56e+02 2.00e+00 6.69e+03 3.00e+00 1.58e+02 5.31e+02 1.45e+02 2.20e+01],122,255,1,['PERSON'],725,4,['they have to go out of their way to find me.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1'],[6690],['Janette Moreno']
[2.56e+02 2.00e+00 6.69e+03 3.00e+00 1.58e+02 5.31e+02 1.45e+02 2.20e+01],122,256,2,['PHONE_NUMBER'],725,4,['they have to go out of their way to find me.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1'],[6690],['894-2796']
[2.56e+02 2.00e+00 6.69e+03 3.00e+00 1.58e+02 5.31e+02 1.45e+02 2.20e+01],122,257,2,['PHONE_NUMBER'],725,4,['they have to go out of their way to find me.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1'],[6690],['894 2796']
[2.56e+02 2.00e+00 6.69e+03 3.00e+00 1.58e+02 5.31e+02 1.45e+02 2.20e+01],122,258,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,['they have to go out of their way to find me.\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1'],[6690],['101-102-894-2796']
"[2.590e+02 1.000e+00 6.733e+03 2.000e+00 1.980e+02 2.770e+02 0.000e+00
 1.310e+02]",123,259,1,['PERSON'],725,1,"[""Now you were educated at Columbia\\n\\nUniversity in New York City?\\n\\nA.  Yes.\\n\\nQ.  That\\'s where you got your Ph.D., your training in psychology?\\n\\nA.  Yes.\\n\\nQ.  ""]",[6733],['Ph.D.']
"[2.610e+02 2.000e+00 6.851e+03 3.000e+00 1.580e+02 4.660e+02 2.080e+02
 2.200e+01]",124,260,1,['PERSON'],725,4,"['an expert in nicotine cessation?\\n\\nA.  Right.\\n\\nQ.  But about how many of the folks you see are there for cigarette addiction, please?\\n\\nA.  At least half my practice is people\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=34\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 552<: coming for that.\\n\\nQ.  ']",[6851],['Janette Moreno']
"[2.610e+02 2.000e+00 6.851e+03 3.000e+00 1.580e+02 4.660e+02 2.080e+02
 2.200e+01]",124,261,2,['PHONE_NUMBER'],725,4,"['an expert in nicotine cessation?\\n\\nA.  Right.\\n\\nQ.  But about how many of the folks you see are there for cigarette addiction, please?\\n\\nA.  At least half my practice is people\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=34\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 552<: coming for that.\\n\\nQ.  ']",[6851],['894-2796']
"[2.610e+02 2.000e+00 6.851e+03 3.000e+00 1.580e+02 4.660e+02 2.080e+02
 2.200e+01]",124,262,2,['PHONE_NUMBER'],725,4,"['an expert in nicotine cessation?\\n\\nA.  Right.\\n\\nQ.  But about how many of the folks you see are there for cigarette addiction, please?\\n\\nA.  At least half my practice is people\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=34\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 552<: coming for that.\\n\\nQ.  ']",[6851],['894 2796']
"[2.610e+02 2.000e+00 6.851e+03 3.000e+00 1.580e+02 4.660e+02 2.080e+02
 2.200e+01]",124,263,3,['INTERNATIONAL_PHONE_NUMBER'],725,4,"['an expert in nicotine cessation?\\n\\nA.  Right.\\n\\nQ.  But about how many of the folks you see are there for cigarette addiction, please?\\n\\nA.  At least half my practice is people\\n\\nElectronically signed by Janette Moreno (101-102-894-2796)\\n\\n89734d16-9ef 1 -419c-8d7b-404753ca232b\\x0c\\npgNbr=34\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 552<: coming for that.\\n\\nQ.  ']",[6851],['101-102-894-2796']
[2.64e+02 2.00e+00 6.91e+03 1.00e+00 1.00e+01 3.61e+02 2.32e+02 4.30e+01],125,264,1,['ORG'],725,1,"['The \\xef\\xbf\\xbd tell us when you \\xef\\xbf\\xbd\\n\\nthe role you have at Columbia University, please,\\n\\nreal quick.\\n\\nA.  ']",[6910],['Columbia University']
"[2.650e+02 2.000e+00 6.965e+03 2.000e+00 1.380e+02 5.110e+02 1.780e+02
 5.600e+01]",126,265,1,['PERSON'],725,1,['one of the great early figures in smoking cessation who got me into this is named Dr. Glassman.  '],[6965],['Dr. Glassman']
